*	* unknown
777279.02	-650594.50
777262.94	-650591.02
777250.67	-650587.36
777217.51	-650573.28
777211.19	-650569.85
777204.70	-650563.71
777197.82	-650553.85
777193.79	-650543.90
777192.29	-650535.60
777190.88	-650522.12
777186.71	-650505.03
777181.86	-650489.89
777177.91	-650475.79
777174.21	-650461.32
777171.21	-650445.51
777169.70	-650433.84
777168.94	-650415.10
777169.26	-650394.69
777171.50	-650379.71
777175.02	-650368.46
777179.37	-650353.54
777188.64	-650330.05
777189.85	-650323.89
777187.17	-650316.50
777173.75	-650287.17
777164.11	-650267.72
777154.92	-650247.43
777144.41	-650222.63
777138.37	-650209.82
777132.45	-650198.87
777119.87	-650191.78
777103.95	-650180.66
777094.20	-650173.59
777085.19	-650168.85
777082.07	-650162.69
777078.27	-650155.97
777074.06	-650149.75
777067.19	-650138.63
777065.22	-650129.17
777059.67	-650120.48
777056.26	-650115.91
777052.59	-650114.73
777046.14	-650115.52
777040.67	-650120.59
777036.62	-650123.04
777031.31	-650120.05
777028.34	-650115.66
777022.75	-650104.72
777020.45	-650094.89
777019.32	-650083.32
777019.01	-650075.79
777021.27	-650071.74
777028.66	-650060.55
777030.82	-650055.66
777015.62	-650058.86
776991.63	-650063.93
776985.01	-650065.29
776982.08	-650065.93
776955.77	-650071.32
776921.76	-650084.98
776887.07	-650099.08
776814.41	-650126.27
776745.40	-650155.28
776676.92	-650186.60
776661.95	-650196.72
776646.17	-650207.16
776615.20	-650227.31
776529.28	-650339.84
776485.93	-650402.53
776430.18	-650450.27
776374.16	-650505.06
776319.51	-650558.91
776258.41	-650600.51
776187.37	-650626.94
776118.46	-650646.49
776076.28	-650709.99
776035.09	-650772.12
776003.94	-650845.72
775988.78	-650886.82
775923.98	-650969.91
775880.84	-651035.34
775841.62	-651099.67
775797.72	-651155.31
775736.11	-651206.42
775677.18	-651254.97
775612.07	-651294.88
775546.18	-651332.17
775486.44	-651394.75
775422.12	-651462.09
775388.05	-651497.76
775331.91	-651573.66
775292.55	-651626.72
775243.18	-651670.96
775149.57	-651758.45
775129.21	-651779.49
775106.94	-651802.71
775070.18	-651830.86
775036.61	-651856.50
775007.00	-651883.34
774954.51	-651933.42
774883.80	-651970.73
774839.05	-651994.32
774806.66	-652014.24
774799.36	-652018.67
774771.44	-652035.61
774716.83	-652041.25
774683.01	-652064.77
*	* unknown
769228.43	-658333.58
769228.01	-658338.97
769228.03	-658345.15
769227.28	-658350.88
769226.36	-658354.84
769224.54	-658359.46
769223.50	-658364.02
769223.30	-658368.40
769224.35	-658373.50
769223.88	-658378.99
769221.59	-658383.99
769219.97	-658388.54
769217.18	-658393.77
769212.48	-658399.46
769205.02	-658407.89
769201.05	-658411.81
769197.72	-658414.37
769193.74	-658419.76
769191.66	-658424.63
769190.04	-658431.18
769191.64	-658437.63
769193.20	-658443.02
769194.55	-658447.05
769196.29	-658450.14
769195.58	-658454.73
769193.53	-658461.11
769192.49	-658467.56
769190.86	-658473.87
769190.98	-658481.77
769189.42	-658494.19
769189.59	-658499.77
769185.73	-658504.08
769178.89	-658508.90
769173.91	-658512.90
769171.59	-658517.08
769173.71	-658521.51
769172.30	-658538.54
769174.79	-658556.27
769175.02	-658579.01
769174.46	-658584.80
769172.82	-658590.32
769170.58	-658594.15
769169.98	-658604.16
769170.15	-658609.73
769166.45	-658612.98
769163.29	-658613.10
769161.06	-658609.40
769160.44	-658604.78
769154.00	-658596.05
769147.06	-658593.49
769140.45	-658595.39
769134.83	-658598.36
769133.63	-658601.36
769134.93	-658606.01
769139.38	-658612.73
769142.40	-658616.23
769143.23	-658621.78
769141.63	-658626.62
769135.96	-658631.65
769124.71	-658639.36
769122.46	-658642.32
769123.09	-658646.28
769126.71	-658653.53
769128.68	-658662.63
769127.75	-658670.27
769123.63	-658679.78
769117.07	-658688.34
769112.26	-658691.45
769109.05	-658690.58
769106.24	-658686.38
769103.89	-658681.40
769101.14	-658677.84
769094.26	-658680.83
769084.96	-658686.31
769078.42	-658693.39
769074.66	-658704.41
769063.34	-658730.94
769061.75	-658741.62
769063.44	-658749.87
769067.03	-658754.63
769075.17	-658759.43
769082.14	-658762.31
769088.19	-658767.56
769090.28	-658776.27
769085.92	-658809.35
769085.75	-658819.47
769087.53	-658828.93
769090.06	-658839.22
769070.57	-658868.26
769063.76	-658876.54
769056.97	-658883.48
769040.86	-658893.78
769035.17	-658899.91
769034.96	-658906.72
769038.73	-658912.13
769045.34	-658912.46
769054.86	-658910.10
769068.62	-658907.15
769076.47	-658908.24
769079.02	-658912.34
769078.80	-658919.17
769073.67	-658932.31
769071.09	-658939.03
769065.15	-658945.67
769060.93	-658943.66
769056.18	-658936.99
769052.74	-658934.72
769041.88	-658939.82
769034.48	-658945.30
769030.62	-658950.72
769032.85	-658960.09
769039.24	-658966.58
769049.31	-658971.08
769048.36	-658976.07
769043.58	-658982.55
769038.92	-658985.11
769030.05	-658985.23
769022.42	-658985.75
769011.19	-658991.48
769000.72	-658997.19
768994.72	-659001.72
768992.16	-659004.35
768992.05	-659011.88
768992.01	-659021.14
768987.21	-659029.48
768981.42	-659033.51
768973.17	-659035.16
768959.35	-659039.02
768954.82	-659043.06
768953.54	-659049.35
768957.50	-659056.70
768962.72	-659060.46
768963.81	-659065.46
768959.07	-659075.59
768954.64	-659083.46
768949.31	-659089.15
768943.55	-659094.67
768939.98	-659101.90
768938.54	-659108.42
768937.74	-659120.33
768937.75	-659135.84
768937.29	-659143.38
768931.61	-659152.91
768922.43	-659160.81
768913.20	-659169.66
768892.82	-659194.86
768886.83	-659200.81
768878.50	-659206.24
768869.19	-659213.59
768860.49	-659222.10
768853.50	-659228.15
768847.58	-659236.98
768839.11	-659247.38
768832.83	-659254.56
768825.72	-659264.53
768821.03	-659273.39
768816.30	-659285.54
768813.13	-659291.62
768809.03	-659296.93
768799.39	-659303.78
768792.73	-659307.44
768787.57	-659308.86
768780.08	-659311.66
768771.68	-659317.16
768764.21	-659324.68
768758.03	-659328.50
768746.55	-659329.49
768714.49	-659325.14
768706.80	-659324.64
768703.75	-659327.93
768702.33	-659332.44
768703.77	-659344.97
768707.18	-659356.77
768707.87	-659365.65
768707.79	-659371.12
768705.75	-659375.39
768697.54	-659385.39
768693.31	-659388.70
768687.54	-659391.63
768684.85	-659394.55
768678.81	-659402.94
768672.75	-659410.47
768667.02	-659414.83
768661.58	-659415.35
768657.87	-659414.31
768652.07	-659410.25
768646.88	-659406.40
768641.49	-659403.81
768638.31	-659398.86
768637.04	-659392.68
768641.21	-659374.62
768640.73	-659366.10
768639.94	-659363.32
768631.63	-659361.47
768624.94	-659365.66
768617.96	-659370.64
768613.78	-659374.32
768610.89	-659379.08
768610.20	-659384.20
768611.18	-659390.19
768612.89	-659396.51
768614.96	-659401.01
768613.89	-659405.55
768608.77	-659408.86
768604.05	-659410.99
768601.82	-659413.36
768594.14	-659413.06
768592.60	-659418.65
768597.23	-659425.05
768603.30	-659430.04
768605.26	-659436.20
768603.81	-659441.77
768597.29	-659442.47
768585.37	-659440.33
768581.10	-659438.93
768574.54	-659442.63
768571.21	-659447.29
768568.87	-659452.31
768565.42	-659457.44
768554.67	-659461.40
768543.32	-659465.90
768537.12	-659464.07
768531.80	-659464.72
768532.22	-659468.74
768537.28	-659477.44
768540.42	-659481.82
768539.21	-659488.04
768535.57	-659491.41
768527.75	-659489.88
768522.47	-659486.84
768517.29	-659477.14
768515.18	-659472.95
768507.55	-659471.65
768503.89	-659472.33
768501.68	-659476.81
768499.86	-659481.19
768503.71	-659487.90
768508.06	-659494.36
768507.61	-659498.70
768503.35	-659505.99
768502.02	-659510.39
768499.06	-659512.76
768494.15	-659509.26
768488.68	-659500.43
768484.09	-659497.16
768479.01	-659495.14
768473.23	-659498.98
768469.52	-659503.01
768470.99	-659506.51
768476.01	-659509.26
768477.15	-659513.76
768473.98	-659536.70
768470.51	-659544.76
768464.43	-659546.65
768459.53	-659545.69
768455.54	-659550.23
768454.36	-659558.31
768453.88	-659564.88
768457.66	-659569.43
768462.71	-659570.30
768466.77	-659569.08
768468.51	-659572.97
768467.81	-659578.48
768458.48	-659585.98
768454.72	-659586.16
768445.38	-659582.75
768441.26	-659581.07
768437.00	-659578.31
768432.23	-659580.39
768429.67	-659586.07
768430.85	-659594.17
768434.60	-659597.71
768436.64	-659608.70
768433.92	-659614.81
768427.48	-659617.53
768420.16	-659616.37
768414.62	-659613.85
768409.94	-659607.15
768408.91	-659600.34
768406.31	-659595.29
768402.52	-659593.59
768398.17	-659598.76
768391.23	-659605.93
768389.27	-659610.05
768394.73	-659625.98
768395.40	-659634.46
768397.98	-659641.44
768410.47	-659650.08
768412.95	-659653.25
768412.14	-659657.89
768409.73	-659664.70
768406.20	-659668.27
768401.37	-659669.20
768390.29	-659669.08
768386.20	-659669.75
768381.13	-659668.51
768375.36	-659672.42
768371.51	-659682.72
768365.37	-659696.50
768362.39	-659705.29
768361.73	-659709.05
768360.52	-659712.82
768356.66	-659716.16
768350.03	-659715.85
768336.43	-659711.51
768329.83	-659711.91
768323.92	-659714.09
768319.65	-659717.48
768316.31	-659721.88
768313.01	-659726.34
768310.87	-659737.33
768309.93	-659747.08
768309.31	-659754.36
768307.77	-659762.81
768304.89	-659773.56
768301.62	-659780.22
768296.51	-659781.90
768289.52	-659781.69
768282.01	-659781.85
768274.77	-659782.41
768267.53	-659782.12
768262.04	-659783.05
768258.71	-659787.59
768261.65	-659795.65
768265.77	-659803.69
768268.41	-659812.27
768269.91	-659823.71
768268.64	-659833.03
768261.88	-659836.49
768249.41	-659837.79
768229.38	-659841.45
768214.06	-659845.85
768207.09	-659847.56
768198.49	-659851.37
768192.66	-659857.17
768188.89	-659863.20
768184.76	-659877.96
768182.15	-659883.13
768177.50	-659887.94
768164.41	-659899.69
768156.26	-659905.62
768147.15	-659911.63
768139.94	-659915.59
768132.45	-659919.82
768129.69	-659923.76
768126.75	-659926.99
768122.72	-659930.06
768115.75	-659932.90
768112.13	-659932.92
768106.71	-659928.17
768101.73	-659922.84
768097.85	-659919.34
768093.61	-659922.37
768084.39	-659931.02
768078.64	-659937.71
768074.59	-659947.34
768072.07	-659953.76
768069.59	-659960.16
768064.25	-659973.42
768058.43	-659982.15
768050.93	-659988.20
768044.39	-659990.99
768038.54	-659990.94
768029.33	-659987.46
768018.07	-659985.02
768004.68	-659987.58
767987.29	-659989.73
767973.94	-659992.97
767966.73	-659997.89
767960.55	-660000.85
767948.36	-660007.51
767940.22	-660014.10
767932.29	-660025.39
767921.71	-660039.83
767915.35	-660046.90
767912.48	-660048.66
767902.71	-660051.58
767894.87	-660053.14
767886.23	-660056.04
767877.78	-660059.30
767869.08	-660063.01
767855.72	-660065.10
767845.12	-660067.68
767839.13	-660073.28
767830.58	-660081.78
767821.52	-660091.55
767815.30	-660100.02
767809.92	-660107.04
767796.97	-660118.80
767791.73	-660124.91
767785.60	-660133.58
767781.81	-660139.32
767770.45	-660150.51
767768.92	-660153.28
767764.21	-660155.98
767750.52	-660157.52
767744.49	-660159.59
767737.44	-660160.16
767732.75	-660163.17
767727.61	-660167.22
767722.51	-660169.77
767716.07	-660172.43
767708.51	-660174.51
767706.10	-660179.75
767702.99	-660193.77
767699.94	-660201.35
767697.20	-660210.44
767693.28	-660218.61
767690.12	-660226.78
767685.14	-660237.33
767679.64	-660246.49
767677.40	-660255.11
767673.68	-660263.58
767664.45	-660274.19
767662.20	-660281.55
767658.41	-660289.81
767652.04	-660299.57
767637.33	-660311.44
767622.70	-660316.62
767608.99	-660319.19
767597.35	-660323.55
767589.65	-660327.93
767576.95	-660336.99
767567.87	-660341.23
767557.24	-660344.54
767554.99	-660352.41
767546.96	-660362.65
767541.76	-660364.55
767538.50	-660357.25
767531.76	-660358.06
767525.81	-660361.53
767518.02	-660368.72
767511.76	-660375.80
767506.79	-660381.72
767503.61	-660387.10
767500.19	-660399.20
767490.42	-660408.47
767483.77	-660415.43
767477.78	-660420.41
767470.54	-660425.19
767464.29	-660429.11
767458.36	-660434.98
767450.40	-660448.56
767447.49	-660452.97
767445.97	-660461.32
767442.21	-660469.24
767436.29	-660477.09
767430.64	-660481.55
767423.94	-660485.10
767417.83	-660488.73
767403.54	-660491.91
767396.17	-660495.14
767383.04	-660501.23
767377.01	-660506.05
767372.65	-660512.61
767368.78	-660517.36
767362.19	-660523.60
767350.37	-660532.94
767342.71	-660537.40
767334.22	-660546.45
767327.23	-660554.18
767322.33	-660562.43
767317.34	-660572.14
767314.93	-660574.65
767311.61	-660577.38
767307.85	-660582.88
767304.07	-660591.28
767298.32	-660599.16
767295.82	-660605.10
767293.72	-660612.22
767289.98	-660617.96
767290.57	-660627.23
767293.33	-660635.34
767292.40	-660641.74
767291.09	-660649.79
767286.85	-660655.72
767281.98	-660658.76
767276.20	-660661.12
767272.96	-660666.92
767269.79	-660675.54
767272.05	-660684.11
767274.91	-660689.81
767276.26	-660696.76
767276.52	-660703.13
767273.15	-660707.60
767266.47	-660712.01
767263.43	-660715.88
767263.35	-660723.80
767264.20	-660730.07
767263.95	-660733.91
767261.41	-660738.66
767256.87	-660745.18
767252.32	-660752.32
767249.18	-660760.86
767250.73	-660767.99
767248.20	-660774.39
767243.41	-660778.00
767237.27	-660782.16
767234.51	-660786.64
767236.31	-660792.69
767240.43	-660799.32
767245.31	-660804.69
767247.71	-660811.62
767247.61	-660818.87
767245.86	-660827.73
767242.94	-660835.18
767238.79	-660846.35
767236.06	-660853.64
767233.56	-660862.18
767229.71	-660870.21
767222.02	-660883.15
767216.08	-660885.36
767209.59	-660889.25
767207.75	-660902.01
767206.54	-660914.40
767204.83	-660920.29
*	* unknown
767204.83	-660920.29
767202.56	-660924.43
767202.68	-660934.00
767199.27	-660941.90
767196.60	-660950.52
767192.80	-660962.17
767188.70	-660969.78
767185.30	-660975.73
767180.20	-660983.92
767176.69	-660988.70
767172.38	-660991.76
767166.38	-660994.45
767161.35	-660995.83
767153.54	-660997.46
767139.14	-661001.44
767132.45	-660999.64
767127.35	-661006.08
767123.84	-661015.50
767122.27	-661026.12
767121.55	-661034.79
767116.80	-661047.87
767111.79	-661054.29
767109.73	-661058.97
767102.36	-661067.75
767094.64	-661077.12
767088.55	-661083.59
767080.96	-661090.25
767071.82	-661099.32
767063.49	-661107.01
767051.60	-661118.64
767046.22	-661123.14
767040.23	-661129.16
767033.32	-661135.53
767026.93	-661142.94
767018.21	-661153.94
767015.53	-661159.15
767016.63	-661172.35
767016.14	-661183.21
767016.16	-661196.79
767014.87	-661203.93
767015.12	-661212.19
767024.23	-661229.40
767025.63	-661235.47
767023.46	-661244.27
767019.36	-661244.68
767016.13	-661241.07
767012.44	-661239.24
767008.61	-661245.24
767008.08	-661245.15
767001.51	-661247.01
766998.45	-661250.96
767003.66	-661258.41
767004.22	-661261.96
767001.46	-661268.28
766999.78	-661268.54
766997.95	-661267.67
766992.91	-661265.76
766989.09	-661268.67
766984.74	-661274.75
766982.17	-661281.06
766981.34	-661287.45
766977.93	-661293.23
766980.71	-661295.56
766985.04	-661296.14
766989.27	-661292.69
766992.93	-661294.72
766993.19	-661300.06
766988.94	-661303.72
766980.83	-661304.64
766975.43	-661306.82
766971.74	-661309.95
766964.66	-661312.67
766963.46	-661318.59
766964.91	-661322.95
766969.69	-661324.45
766974.99	-661324.58
766978.76	-661326.40
766980.33	-661330.80
766979.69	-661336.48
766979.32	-661343.87
766978.82	-661350.48
766976.59	-661358.73
766970.00	-661361.72
766964.31	-661364.58
766960.66	-661370.86
766961.75	-661376.02
766959.57	-661380.76
766960.14	-661386.59
766965.89	-661394.82
766971.70	-661402.65
766974.89	-661407.29
766971.46	-661411.52
766964.71	-661417.09
766960.12	-661423.01
766956.38	-661420.46
766953.29	-661415.90
766948.15	-661418.88
766944.33	-661423.92
766945.00	-661429.05
766949.74	-661431.42
766956.35	-661430.93
766962.12	-661429.98
766965.63	-661431.81
766966.95	-661437.63
766968.68	-661443.30
766969.65	-661450.15
766968.42	-661455.01
766959.70	-661460.91
766953.78	-661462.69
766946.18	-661463.88
766942.50	-661468.35
766944.20	-661471.86
766946.90	-661474.80
766949.27	-661479.28
766945.58	-661496.55
766948.22	-661500.74
766949.52	-661505.37
766939.53	-661514.93
766935.87	-661513.69
766932.74	-661509.71
766931.41	-661504.88
766927.56	-661502.72
766925.35	-661506.81
766931.83	-661531.92
766927.94	-661536.86
766925.95	-661544.77
766927.54	-661553.77
766930.22	-661561.00
766929.97	-661567.42
766924.28	-661577.56
766917.68	-661584.90
766909.14	-661590.83
766902.10	-661595.36
766897.58	-661599.45
766896.16	-661603.54
766897.54	-661608.16
766898.68	-661612.64
766896.80	-661616.93
766894.17	-661620.37
766888.45	-661620.86
766884.86	-661621.56
766884.11	-661625.59
766888.11	-661629.57
766892.40	-661630.66
766895.66	-661628.74
766899.37	-661629.27
766901.82	-661630.92
766900.24	-661634.15
766890.59	-661638.44
766883.11	-661640.78
766875.43	-661641.16
766869.65	-661645.31
766865.88	-661652.11
766861.45	-661655.52
766858.87	-661658.19
766860.78	-661662.69
766865.52	-661665.77
766873.24	-661665.98
766879.51	-661667.95
766884.45	-661672.59
766889.44	-661675.09
766893.54	-661675.29
766890.44	-661682.59
766882.40	-661691.40
766871.81	-661698.91
766866.98	-661701.52
766860.63	-661705.29
766858.66	-661710.73
766860.35	-661713.94
766866.00	-661714.02
766871.37	-661712.89
766873.62	-661715.68
766873.66	-661719.27
766869.79	-661722.25
766864.00	-661723.36
766855.55	-661725.96
766852.26	-661727.94
766851.41	-661731.27
766854.98	-661735.78
766856.60	-661741.08
766852.83	-661745.58
766847.19	-661747.69
766847.60	-661754.52
766849.98	-661762.02
766856.63	-661767.39
766861.59	-661770.07
766865.06	-661775.11
766860.38	-661777.83
766853.23	-661779.50
766847.14	-661777.70
766844.23	-661775.08
766846.74	-661770.62
766846.10	-661767.85
766843.21	-661766.64
766837.45	-661766.55
766836.32	-661771.36
766835.67	-661779.00
766837.15	-661788.24
766838.35	-661798.52
766838.19	-661803.72
766834.65	-661808.71
766833.03	-661812.85
766832.27	-661819.47
766828.02	-661828.44
766825.92	-661836.73
766830.42	-661843.98
766833.34	-661849.11
766833.40	-661854.14
766839.87	-661859.52
766842.51	-661863.10
766842.75	-661867.70
766840.64	-661871.92
766834.90	-661876.12
766828.04	-661877.35
766822.08	-661877.37
766818.78	-661879.09
766817.58	-661884.57
766817.03	-661890.94
766814.82	-661895.50
766809.02	-661898.01
766805.11	-661902.65
766803.36	-661909.96
766800.45	-661915.27
766803.96	-661918.64
766809.39	-661920.86
766813.30	-661926.95
766811.19	-661935.11
766802.62	-661933.36
766793.88	-661933.30
766795.51	-661940.38
766798.16	-661949.13
766792.50	-661950.53
766787.36	-661953.30
766782.30	-661957.22
766777.27	-661965.34
766775.41	-661971.71
766778.24	-661978.34
766784.44	-661984.72
766787.44	-661990.13
766785.70	-661995.78
766779.55	-662000.74
766762.65	-662004.30
766752.78	-662008.25
766747.84	-662015.48
766741.04	-662019.18
766725.31	-662023.91
766718.48	-662028.49
766714.38	-662033.30
766706.23	-662044.22
766701.47	-662052.51
766696.15	-662062.05
766692.76	-662065.32
766680.60	-662071.88
766663.05	-662081.06
766658.31	-662085.50
766658.04	-662090.94
