*	* unknown
899532.45	-600258.75
899198.31	-599860.32
899035.70	-599360.10
899079.93	-598741.56
*	* unknown
901142.08	-595566.79
901730.96	-595015.40
*	* unknown
902732.81	-593190.09
902935.01	-592669.68
903920.54	-592256.14
904240.67	-591592.28
904090.60	-591217.80
*	* unknown
904009.16	-590228.87
903875.25	-590622.56
904077.05	-590877.13
904090.60	-591217.80
*	* unknown
226874.11	-1108924.93
226020.22	-1109358.13
225684.77	-1109345.53
225019.99	-1110048.27
223797.84	-1110704.35
222656.37	-1111556.33
222223.05	-1112233.26
221222.43	-1113080.80
223356.08	-1115484.62
*	* unknown
196579.51	-762038.84
196898.34	-761606.16
198106.08	-761805.43
200765.15	-761229.60
*	* France_-_Belgique_/_België_/_Belgien
202671.19	-759487.26
203181.85	-759960.55
203400.54	-759735.28
203785.06	-759722.93
205053.10	-760564.53
205274.18	-760431.74
206045.86	-761358.18
205919.39	-761596.73
206133.89	-761774.74
206085.29	-762127.21
206365.06	-762378.30
*	* unknown
206365.06	-762378.30
206630.13	-762542.97
*	* Italia_-_Österreich
763207.07	-1109176.28
764323.19	-1109103.27
764860.46	-1109281.58
765564.05	-1109119.60
*	* Italia_-_Österreich
755551.14	-1110254.33
756290.97	-1109564.72
758382.31	-1109552.56
759139.84	-1109257.43
759612.29	-1108810.77
760617.15	-1108818.78
*	* Italia_-_Österreich
739945.92	-1103121.83
740165.67	-1103082.80
740224.12	-1103274.55
741236.09	-1103808.87
741478.40	-1104165.45
741919.33	-1104343.93
742140.00	-1104251.53
742248.73	-1104660.82
742479.88	-1104878.98
743578.60	-1105041.29
*	* Italia_-_Österreich
735176.87	-1095684.14
735787.46	-1095783.85
736232.44	-1096092.29
736954.11	-1095955.14
737459.86	-1096182.96
*	* Italia_-_Österreich
731021.46	-1094405.66
731446.09	-1095498.17
732497.06	-1095250.68
733032.10	-1095412.29
733419.91	-1095144.18
735176.87	-1095684.14
*	* France_-_Luxembourg_/_Luxemburg_/_Lëtzebuerg
264312.00	-772034.58
264296.22	-770905.10
*	* unknown
832795.48	-373139.01
833619.40	-371673.69
833546.22	-371078.88
833723.97	-370279.36
833315.75	-369435.81
*	* unknown
726238.98	-741849.33
726187.09	-742415.49
726607.39	-743058.35
726525.34	-743432.81
*	* unknown
792876.70	-990692.20
792749.04	-991382.73
791575.20	-992526.10
791376.60	-993039.12
790908.83	-993564.38
790771.51	-994256.83
790381.43	-994478.66
*	* unknown
847268.80	-318190.30
847441.86	-318561.47
*	* Deutschland_-_Belgique_/_België_/_Belgien
260106.05	-646869.74
260213.43	-647236.21
260517.48	-647461.30
260257.59	-647550.37
260321.45	-647738.53
260523.47	-647748.73
261155.66	-649153.13
260954.05	-649469.69
261404.70	-650010.37
261703.52	-649653.65
262551.65	-649549.97
263345.75	-649060.12
263503.56	-649182.31
263567.25	-649589.57
264110.90	-649643.08
264692.48	-649029.08
265062.94	-649302.61
265581.69	-649245.11
265792.27	-649756.19
*	* unknown
864206.01	-425169.00
865547.47	-427218.11
*	* unknown
453460.84	-147343.04
455005.74	-147693.56
455571.33	-147404.75
456637.39	-147642.34
*	* France_-_Deutschland
350362.97	-935397.49
350321.60	-935969.29
*	* unknown
419101.52	-984387.96
419050.50	-984225.91
418751.74	-984178.91
418547.71	-983305.59
418632.67	-983064.69
419048.86	-982761.59
419175.35	-981913.34
419891.21	-981552.82
420451.58	-980338.03
421478.09	-979417.75
421810.76	-979209.10
422402.83	-979500.11
422879.39	-979185.85
423392.53	-979128.38
423530.30	-978897.82
*	* Le_Rhin_/_Rhein
383270.23	-865645.33
